Statement	Count	# unique files
data.groupby(['Embarked', 'Sex'])['Survived'].mean().plot(kind='bar')	1	1
train.Fare.fillna(train.Fare.mean(),inplace=True)	1	1
genderSurvivers.pivot(index='Sex', columns='Survived', values='count').plot(kind='bar')	1	1
result.to_csv('randomforest-phonetic2.csv', index=False)	1	1
train['tkno']	1	1
the_df['EmbarkedInteger'] = the_df['Embarked'].fillna('X')	1	1
importances.head(10) # 10 most important features	1	1
test.loc[(test['Name_len'] > 19) & (test['Name_len'] <= 23), 'Name_len'] = 1	1	1
"full_data['Title'] = full_data['Title'].replace(['Lady', 'Countess','Capt', 'Col', 	'Don', 'Dr', 'Major', 'Rev', 'Sir', 'Jonkheer', 'Dona'], 'Rare')"	1	1
X_test.mean()	1	1
df3.describe()	1	1
train.loc[:, 'Pclass': 'Embarked'],	1	1
X.loc[X['Name'].str.contains('Miss')]	1	1
X.std(ddof=0)	1	1
train['Embarked'] = encoder.fit_transform(train['Embarked'].astype(str))	1	1
"train_df[""ticket""] = train_df[""Ticket""].apply(numeric_extract)"	1	1
df_all['Title'][df_all.Title.isin(['Dona', 'Lady', 'the Countess'])] = 'Lady'	1	1
new_combined_data.loc[0:890].drop(['Age','Cabin','Ticket','index','PassengerId','Name'],axis=1)	1	1
sns.boxplot(classifiers,accuracy)	1	1
"result.to_csv(""./""+name+""_predictions.csv"", index=False)"	1	1
pred['pred_'+str(i)] = pred_test	1	1
train.loc[:,idx]	1	1
maindf.head()	1	1
data.loc[ data['Age'] > 41, 'SortAge_2'] = 4	1	1
submission['Survived'] = test_predictions.astype('int')	1	1
all_dummy_df['SibSp'].value_counts()	1	1
train.drop(['SibSp','Parch'],1)	1	1
test['Title'] = test.Name.str.split(',', expand=True)[1].str.split('.', expand=True)[0]	1	1
"test_df[""family_size""] = test_df[""sibsp""] + test_df[""parch""]"	1	1
test_dataframe.values	1	1
"titanic_df['FamilySize'] =  titanic_df[""Parch""] + titanic_df[""SibSp""]"	1	1
"inDF[""Fare_type""] =pd.qcut(inDF['Fare'], 5)# inDF[""Fare""].apply(lambda x : ""Cheap"" if x < 10 else ""Mid"" if x < 100 else ""Exp"")"	1	1
combined.iloc[891:].Embarked.fillna('S', inplace = True)	1	1
df.drop(columns=['Cabin', 'PassengerId', 'Name', 'Ticket'], inplace=True)	1	1
test6['Fare'] = test6['Fare'].fillna(test6['Fare'].median())	1	1
"train_data[""FareBelow20""] = 0"	1	1
train.drop(['LargeFamily'], axis=1)	1	1
data['Embarked'] = data['Embarked'].fillna('C')	1	1
train.drop(['Survived'], axis=1).drop(droplist, axis=1)	1	1
RFC_submission.to_csv('RFC_submission.csv', index=False)	1	1
farepp_survive_crosstbl.divide(farepp_survive_crosstbl.sum(axis = 1), axis = 0)	1	1
full.interpolate()	1	1
data['Embarked']	1	1
train['Title'] = train.Name.apply(lambda x: x[x.find(',')+2:x.find('.')])	1	1
test['Embarked'].replace('S', 2, inplace = True)	1	1
"train_data[""CabinLetterC""] = 0"	1	1
dataset_toDelete['Survived'].value_counts()	1	1
frame['boy']=(frame.Name.str.contains('Master'))|((frame.Sex=='male')&(frame.Age<13))	1	1
train_df.Parch.hist(bins = 20, ax=axes[0])	1	1
testData.info()	1	1
Xdf.loc[(Xdf['Age'] > 16) & (Xdf['Age'] <= 32), 'Age'] = 1	1	1
"test.drop([""SibSp"", ""Parch"", ""Title_Mr""], axis = 1)"	1	1
test_df.drop(['Name', 'Ticket', 'Cabin'], axis=1)	1	1
test['Sex'] = test['Sex'].map({'female':0,'male':1})	1	1
title[ 'Title' ] = combined_df[ 'Name' ].map( lambda name: name.split( ',' )[1].split( '.' )[0].strip() )	1	1
"train['Ticket_info'] = train['Ticket'].apply(lambda x: x.replace(""."","""").replace(""/"","""").strip().split(' ')[0] if not x.isdigit() else 'X')"	1	1
data['Parch'] = data['Parch'].fillna(data.Parch.median())	1	1
"train_data.loc[train_data[""Pclass""] == 1, ""PclassOne""] = 1"	1	1
combined['Cabin']	1	1
data_test.sample(10)	1	1
X.iloc[:, :13]	1	1
train_df[['Alone','Survived']].groupby('Alone', as_index=False).mean().sort_values(by='Alone', ascending=False)	1	1
train.drop(drop_cols, axis=1, inplace=True)	1	1
"train_ori.loc[train_ori[""Title""] == ""Mrs"",""Age""] = train_ori.loc[train_ori[""Title""] == ""Mrs"",""Age""].fillna(mrsage)"	1	1
df_all['Fare'].fillna(value=fare_fill,inplace=True)	1	1
titanic.loc[titanic.PassengerId==1044.0, 'Fare']=13.30	1	1
df['Embarked'] = df['Embarked'].replace('C', 1)	1	1
data_train.isnull().sum(axis=0)	1	1
Each_Passenger.loc[(Each_Passenger['Age'] <= 0) & (Each_Passenger['Fare'] <= 0) , 'Age']  =  0	1	1
data.loc[(data['Age'] > 48) & (data['Age'] <= 64), 'Age'] = 2	1	1
pp.hist(fare_2, bins, normed=1, facecolor='red', alpha=0.5)	1	1
np.mean(df.Fare), np.std(df.Fare)	1	1
data.surname_Bishop.astype('category')	1	1
df['Ticket_categorical'].fillna('Missing', inplace=True)	1	1
dfcopy.Fare.fillna(median_fare, inplace=True)	1	1
total[1] / (total[0] + total[1])	1	1
all_data.at[i,'Title']= title_mapping[all_data.loc[i].at['Title']]	1	1
cat_imp.transform(names)	1	1
train_data[['sex_code', 'Age']]	1	1
train_df.loc[train_index]	1	1
df.drop(labels='Fare', axis='columns', inplace=True)	1	1
"test[""isChild""] = test.Age <= 15"	1	1
train[['Age','Fare','Family']]=sds_xtrain1	1	1
df.keys() if key.startswith('param_')	1	1
titanic_test_df['Sex'] = le.fit_transform(titanic_test_df['Sex'].map( {'female': 0, 'male': 1} ).astype(str))	1	1
test.head(25)	1	1
titanic_train_df['Title'] = titanic_train_df['Title'].replace('Dona', 'Rare')	1	1
"mom_d['Pclass'].value_counts(sort=False).plot(kind=""bar"",alpha=0.5,color='blue',ax=axes[1,1])"	1	1
test['y_hat'] = prediction	1	1
submission.to_csv(path_or_buf='submission.csv',index=False)	1	1
combined_df.Fare.fillna(median_fare, inplace=True)	1	1
"df_test[""title_ms""] = df_test[""title""].isin([""miss."",""ms.""]).astype('uint8')"	1	1
"points_for_GP.insert(0, ""Survived"", Y_train)"	1	1
xgb_feat_red.transform(xgb_red_train)	1	1
train_data['Cabin'] = train_data['Cabin'].fillna('U')	1	1
titanic['Family']=titanic['SibSp']+titanic['Parch']	1	1
df.Age.fillna(m, inplace=True)	1	1
titanic_data[['Parch', 'Survived']]	1	1
"test[""Embarked_Q""] = False"	1	1
x['vote'] = sum(vSurvived == split['Y_cv'])/len(vSurvived)	1	1
X_ts.copy()	1	1
df_train['Title'].value_counts().plot.bar()	1	1
data['Age']=data[['Age','Pclass']].apply(age_fill,axis=1)	1	1
test_df['Cabin'].head(10)	1	1
finalTest.Embarked.fillna('S', inplace=True)	1	1
titanic_df['Alone'].loc[titanic_df['Alone'] == 0] = 'Without Family'	1	1
full_set['Embarked'][full_set['Embarked'].isnull()] = 'S'	1	1
le1.transform(train.as_matrix(columns=['Sex']))	1	1
df_analysis['family_size'] = df_analysis['SibSp'] + df_analysis['Parch'] + 1	1	1
data['Sex']=data.Sex.apply(f)	1	1
clean_data[['Survived']].copy()	1	1
"test['Title'] = test['Name'].map(lambda x : x[x.find("","")+1:x.find(""."")])"	1	1
X_test['Cabin'].iloc[i] = cabinToValue(X_test['Cabin'].iloc[i])	1	1
"train_df[[""Parch"", ""Survived""]].groupby([""Parch""]).mean().plot.bar(ax = ax[1])"	1	1
df_train.drop(['SibSp'], axis = 1)	1	1
train.drop(['Age','Fare','PassengerId','Name','SibSp','Parch'], axis =1, inplace=True)	1	1
test_df_clean['Title'] = test_df_clean['Name'].map(lambda x: re.split('[,.]', x)[1].strip())	1	1
np.where(rounded_preds!=Y_valid)[0]	1	1
"df_test.set_value(152,""Fare"",""60"")"	1	1
train_data['Fare'].loc[train_data['Pclass']==3]	1	1
data['Age'] = data['Age'].apply(normalize_age_below_one)	1	1
dft['Name']	1	1
corr.sort_values(['Survived'], ascending = False, inplace = True)	1	1
"dataset.loc[dataset[""Embarked""].isnull(), ""Embarked""] = ""S"""	1	1
df_train['Survived'] == 0	1	1
data.Cabin_Letter_G.astype('category')	1	1
train_copy.loc[train_copy['Pclass'] == 1, 'Pclass_Category'] = 0	1	1
model_data.Ticket_clf.drop_duplicates()	1	1
"train[""Survived""].values.tolist()"	1	1
df[['Cabin_deck', 'Survived']].groupby('Cabin_deck').count().merge(df[['Cabin_deck', 'Survived']].groupby('Cabin_deck').mean(), right_index = True, left_index = True)	1	1
combine['CabinPretext'] = combine.Cabin.str.extract('([A-Za-z]+)', expand=False)	1	1
X['FaresRange'] = np.select(conditions, choices, default=3)	1	1
"dftrain[""Ticket""].value_counts()[:19]"	1	1
age['Sex'] = sex['Sex']	1	1
trainTitanic.info()	1	1
"train_df.pop(""Name"")"	1	1
tmp_val_X.info()	1	1
row['Sex'] == 'female' and row['Fare'] > 25 and row['Pclass'] == 3:	1	1
dataset['Embarked'] = dataset['Embarked'].map({'S':0,'C':1,'Q':2})	1	1
curr_row[0][0]	1	1
dataset['LogFare']    = dataset['Fare'].astype(float).map(lambda x: math.log(x) if x else None)	1	1
test_df.loc[ train_df['Fare'] <= 7.91, 'Fare']= 0	1	1
trainPCA2['12'] = trainPCA['Pclass2']	1	1
"df[""Age""].dropna(), y=df[""Fare""], mode = ""markers"","	1	1
df_embarked['Embarked'] = df_embarked['Embarked'].map(dic_embarked)	1	1
"result_df.drop(""Survived"",axis=1)"	1	1
submission['Survived']	1	1
"test[""Child""] = float(""NaN"")"	1	1
combined_num_cat['Child'] = combined['Child']	1	1
combine['Alone'] = (combine.SibSp + combine.Parch) == 0	1	1
temp_df['NamePrefix'] = temp_df.NamePrefix.apply(lambda x:((x-mn_NamePrefix)/(mx_NamePrefix-mn_NamePrefix)))	1	1
"result_test1[""PassengerId""] = passenger_id_test"	1	1
testDataFeatures['Survived']=Voting_Classifier.predict(testDataFeatures)	1	1
train.Age.isna().value_counts()	1	1
titanic_train['Companion'] = titanic_train['SibSp'] + titanic_train['Parch']	1	1
Title_Dict.update(dict.fromkeys(['Don', 'Sir', 'the Countess', 'Dona', 'Lady'], 'Royalty'))	1	1
dataset['Title'] = pd.Series(dataset_title)	1	1
i['AgeBin'] = pd.cut(i['Age'].astype(int), 5)	1	1
"df[""isAlone""] = alone"	1	1
data.Fare.quantile(0.75) + (IQR * 3)	1	1
train_df2['AgeBands'] = pd.qcut(train_df2.Age,4,labels=False)	1	1
test_df['Age']=test_df[['Age','Pclass']].apply(inpute_age, axis=1)	1	1
dataset['LastName'] = dataset['Name'].map(lambda name: name.split(',')[0].strip())	1	1
test.drop(columns='Fare', inplace=True)	1	1
x_train_c.copy()	1	1
x_false.head()	1	1
"titanic_train.groupby(pd.cut(titanic_train[""Age""], bins=[0, 14, 24, 34, 44, 54, 64, 80]))"	1	1
data['Professional'] = data['Title'].map(lambda x: 1 if str(x) in ['Dr', 'Major', 'Rev', 'Col', 'Capt'] else 0)	1	1
importances.loc[importances['importance'] < np.max(importances['importance'])]	1	1
dataset.loc[(dataset['Age'] > 5) & (dataset['Age'] <= 11), 'Age'] = 1	1	1
data_pruned.iloc[891:1309]	1	1
dataset.loc[ (dataset.Age.isnull()) & (dataset.Sex == i) & (dataset.Pclass == j+1),                    'Age'] = guess_ages_sex_pclass[i,j]	1	1
"test_df[""HasCabin""] = test_df.apply(hasCabin, axis = 1)"	1	1
csv_train['Age'] = csv_train['Age'].fillna(age_mean)	1	1
df['n_noise']       = pd.cut(df.n_noise,11, labels=range(11))	1	1
df.loc[(df['Fare'] > 7.91) & (df['Fare'] <= 14.45), 'FareGroup'] = 1	1	1
column.copy(deep = True)	1	1
testY.to_csv('pred.csv', index=False)	1	1
test.loc[(test['Name_len'] > 23) & (test['Name_len'] <= 27), 'Name_len'] = 2	1	1
dataset['Embarked'] = dataset['Embarked'].map(embark_mapping)	1	1
df_1.isnull().sum(0)	1	1
"dataset[""Title""]=dataset.Name.str.extract(""([A-Za-z]+)\."", expand=False)"	1	1
scores_knn.std()	1	1
df_output[['PassengerId','Survived']].to_csv('../prediction/submission.csv', index=False)	1	1
x_num.shape	1	1
train['age_T'] = dataset['age_T']	1	1
df['Embarked'] = np.where(df['Embarked']== 'S', 2 ,df['Embarked']  )	1	1
trainingPCA['Survived']	1	1
classifiers.append(MLPClassifier(random_state=seed))	1	1
full_data[['Title', 'Sex', 'Survived']].groupby(['Sex', 'Title'], as_index=True).mean()	1	1
test_label.copy()	1	1
titanic['Embarked'] = titanic['Embarked'].map({'S':0,'C':1,'Q':2})	1	1
"_df[""fare""] = _df.fare.fillna(val)"	1	1
df.Cabin.fillna('T',inplace=True)	1	1
t_df['Alone']	1	1
"models.append((""MLPClassifier"",MLPClassifier(solver='lbfgs', random_state=0)))"	1	1
dftr.dropna()	1	1
"original_train_data['FamilySize']=original_train_data[""SibSp""]+original_train_data[""Parch""]+1"	1	1
train['title'] = train.Name.apply(deriveTitles)	1	1
df_test_output['Survived'] = grid_hard.predict(df_test_x)	1	1
train.loc[:, features2],	1	1
titanic_test_df['Title'] = titanic_test_df['Title'].replace('Countess', 'Rare')	1	1
train_data['SibSp'].describe()	1	1
data_copy.loc[data_copy['Sex'] == 'male' ,'Sex'] = 1	1	1
"full.loc[full[""FamilySize""]==1,""FamilySizeBand""]=""Loner"""	1	1
train.values:	1	1
"accuracy_models[""Std""][j] = scores_model.std();"	1	1
x_train['Cabin'].str.extract('([0-9]+)')	1	1
test.apply(lambda x: hasFamily(x), axis=1)	1	1
np.dot(W1, X) + b1	1	1
X_test['Fare'] = X_test['Fare'].astype(int)	1	1
"data[""Pclass""] =  preprocessing.maxabs_scale(data[""Pclass""])"	1	1
result.to_csv('result.csv', index=False, header=['PassengerId', 'Survived'])	1	1
train['c_std'] = pd.Series(train.std(axis=1), index=train.index)	1	1
data.iloc[0:3,3:6]	1	1
x_train['Name_Len_char'] = x_train['Name'].map(lambda x: len(x))	1	1
test.loc[(test['Age']>30.00)&(test['Age']<=40.00),'NAge']=3	1	1
Age.plot.hist(bins=20,color='red',ax=ax[0])	1	1
train['Title']=train['Title'].replace(['Capt', 'Col', 'Don', 'Dr', 'Major', 'Rev'],'officer')	1	1
df_test.loc[df_test['Embarked'] == 'S', 'Embarked'] = 0	1	1
train[['Name', 'Sex']].head()	1	1
df_combined.head(data_train.shape[0])	1	1
train.drop('Ticket',axis = 1,inplace = True)	1	1
"test.loc[test[""SibSp""] == 1, ""sib_c""] = ""1"""	1	1
df_test_ml['Title'] = df_test_ml['Name'].str.extract(' ([A-Za-z]+)\.', expand=False)	1	1
train['tmpAge'] = pd.cut(train.Age.fillna(train.Age.mean()), bins=[0,10,20,30,40,100], labels=[10,20,30,40,100]).astype(np.int64)	1	1
train_csv['Fare'].fillna(train_csv['Fare'].median(), inplace = True)	1	1
titanic_train.loc[titanic_train['Fare'] < 500, :]	1	1
dataset.loc[(dataset.Age.isnull())&(dataset.Initial=='Miss'),'Age']=22	1	1
data.Embarked.isnull().any() #Finally No NaN values	1	1
cabin['Number'] = cabin['Cabin'].map(find_num)	1	1
knn_scores.append((i,score_array.mean()))	1	1
test_df['Age'] = data_df['Age'][891:]	1	1
"train_df.drop(""Survived"",axis = 1)"	1	1
test_df['AgeBin']	1	1
"train[[""Name"", ""Master""]].head(10)"	1	1
test.drop(['PassengerId', 'Name', 'Ticket', 'Cabin'], axis=1)	1	1
sns.boxplot(y='passenger_fare', x='Survived', data=data[data.Survived>=0], notch = True)	1	1
money_df.loc[money_df.Fare>30,'FareLabel'] = 'Expensive'	1	1
all_data[['FamilySize', 'Survived']].groupby(['FamilySize'], as_index= False).mean().sort_values(by = 'Survived', ascending = False)	1	1
df.loc[miss_title & unknow,'Age'] = df[miss_title]['Age'].mean()	1	1
"dad_s['Age_cat'].value_counts(sort=False).plot(kind=""bar"",alpha=0.5,color='red',ax=axes[0,0])"	1	1
data_train.tail(5)	1	1
test['Bad_ticket'] = test['Ttype'].isin(['3','4','5','6','7','8','A','L','W'])	1	1
titanic_train_dataset.loc[titanic_train_dataset['FamilySize'] > 1, 'IsAlone'] = 0	1	1
df_train['Parch']	1	1
test.loc[(test['Pclass'] == 2) & (test['hasCabin1'] == 1), 'class_hascabin'] = 1	1	1
"df.loc[:, ""Age""].fillna(0, inplace=True)"	1	1
df['Embarked'].fillna('C', inplace = True)	1	1
sub_dataset.mean()	1	1
data.loc[data.Ticket=='LINE', 'Ticket'] = 'Fixed 1' # 4 items wich are not end to the number	1	1
train_df.Fare.describe(percentiles = [.1, .2, .3, .4, .5, .6, .7, .8, .9])	1	1
full_bins['AgeBin'] = pd.qcut(full_bins['Age'], 5)	1	1
df_to_imp['Sex'].unique():	1	1
enc.transform(train_df.Embarked)	1	1
lastname_table.loc[lastname_table['Dead_kid_w_lastname'] > 0, 'Dead_kid_w_lastname'] = 1	1	1
df_titanic_test_mod.loc[:,['Pclass','Sex','Embarked','Age','Title','SibSp','Parch']]	1	1
titanic_df_test['Fare'] = titanic_df_test['Fare'].apply(math.ceil)	1	1
df[['Parch', 'Survived']].groupby('Parch').mean()	1	1
"models.append((""LinearSVC"",LinearSVC()))"	1	1
ret_df['Fare'].fillna(np.median(analysis_df['Fare'].dropna()))	1	1
"train[""Fare""].isnull().sum() # count_nan_fare_train = 0"	1	1
final_csv['AgeBin'] = pd.cut(final_csv['Age'], bins=[0,12,20,40,120], labels=['Children','Teenage','Adult','Elder'])	1	1
dataset['Fare'] = dataset['Fare'].map(lambda i: np.log(i) if i >0 else 0)	1	1
dataset.loc[(dataset['Embarked'].isnull()) & (dataset['Sex'] == gender) & (dataset['Fare'] == fare) & (dataset['Pclass'] == pclass) & (dataset['Age'] == age),'Embarked'] = guessed_port	1	1
dataset['Age'].fillna(-1, inplace=True)	1	1
combined.shape[1]	1	1
train['PassengerId'].describe()	1	1
data['TitleCode'] = LabelEncoder().fit_transform(data['Title'])	1	1
X_train['Name_len'] = X_train['Name_len'].apply(lambda x: len(x))	1	1
"temp.to_csv(""gender_submission1.csv"",index=False)"	1	1
train[['Parch','Survived']].groupby('Parch').mean()	1	1
df_test.drop('PassengerId', axis=1).copy()	1	1
dataset['Age_known'] = dataset['Age'].isnull() == False	1	1
"tmp_train.loc[(tmp_train[""kmeans_labels""] == j) & (tmp_train[""Age""].isnull()), ""Age""] = tmp_age_train[j]"	1	1
"test[""Survived""] = RFCmodel.predict(Xt)"	1	1
train.loc[train['Embarked']=='C','Port']=1	1	1
"_df[""name_first""]    = _df[""_name""].apply(lambda i : i[2])"	1	1
train_df.update(result)	1	1
data_test['Sex'] = data_test['Sex'].replace(to_replace='female', value=1)	1	1
X_train[['TraveledAlone', 'Pclass']].groupby(['TraveledAlone'], as_index=False).mean()	1	1
data.loc[data.Fare.isnull(), 'Fare'] = data.Fare[(data.Pclass==3) & (data.qtd_same_ticket==1) & (data.Age>60)].median()	1	1
"train[""Survived""][train[""Sex""] == ""female""].value_counts(normalize = True) # normalize = True returns percentages instead of raw counts"	1	1
"submission_file.to_csv(""submission_file_svc.csv"", index = False)"	1	1
ax[2].set_title('Sex and Age vs Survived')	1	1
data_copy.loc[data_copy.Sex == 'male', 'Sex']= 1	1	1
train_df.drop('Name', axis = 1, inplace = True)	1	1
op['Survived']=op_rf	1	1
df['Salutation'] = df.Name.str.extract(', ([A-Za-z\s]+)\.', expand=False)	1	1
df_all['Family_name_count'] = df_all['Family_name'].apply(lambda x: x if family_name_count[x] > 1 else 'Small', 1)	1	1
train['SibSp_scaled'] = (train.SibSp - train.SibSp.mean())/train.SibSp.std()	1	1
"train_enc[""Survived""]"	1	1
df_test['Survived'] = predictions	1	1
full['FamilySize'] = full['Sibling_Spouse'] +                      full['Parent_Children'] +                      1 # include the passeger itself	1	1
test_set['Embarked'].fillna(test_set['Embarked'].mode()[0], inplace = True)	1	1
grouped2.Age.median()	1	1
pd.isna(row['Age']) else row['Age']	1	1
np.empty((NFOLDS,ntest))	1	1
ypred_bst.astype(int)	1	1
data_df['FarePerPerson'] = data_df['Fare'] / data_df['FamilySize']	1	1
"df_test.drop([""PassengerId""], axis=1).copy()"	1	1
"full.loc[(full[""FamilySize""]<5) & (full[""FamilySize""]>1),""FamilySizeBand""]=""SmallFam"""	1	1
test_data['TravelAlone']=np.where(test_data['TravelBuds']>0, 0, 1)	1	1
le.transform(train.Sex)	1	1
"related_people.loc[related_people[""PassengerId""]==984,""RGroup""]=""Hays_M"""	1	1
combined_df_imputed.rename(columns={'Age_y': 'Age'}, inplace=True)	1	1
x_cat.shape	1	1
train_df['Title'] = train_df.Name.str.extract('(\w+\.)', expand=False)	1	1
titanic['Age'] = titanic['Age'].astype(int)	1	1
data_train['Survived'].loc[data_train['Pclass']==1].value_counts()	1	1
trim_data['Embarked'] = trim_data['Embarked'].fillna('S')	1	1
df_train['ticketcount'] = df_train['ticketcount'].fillna(1)	1	1
big['Ticket'], big['Cabin'], big['Name'], big['XName'], big['Last_Name']	1	1
titanic_test['P_sex'] = titanic_test['Pclass']*titanic_train['Sex']	1	1
maindf['Survived']	1	1
data['Age'][pd.isna(data['Age'])] = fillage	1	1
train_df.groupby('Initial')['Cabin'].agg(mode)	1	1
df_full['Title'] = df_full['Title'].replace('Mme', 'Mrs')	1	1
ax[0].set_title('Survived vs Pclass')	1	1
test['Cabin']=test['Cabin'].fillna('unknown')	1	1
submission.to_csv('titanic_jpark_basic.csv', index=False)	1	1
train.drop(['Ticket','Fare','Cabin','Name','PassengerId'], axis=1, inplace=True)	1	1
featureRanks2['support'] = best_dtc.named_steps['rfe'].support_	1	1
age_lookup['Age'][age_lookup['Title'] == title][age_lookup['Pclass'] == pclass].values	1	1
holdout['Fare']=holdout['Fare'].fillna(train['Fare'].mean())	1	1
train.iloc[:, 8]	1	1
pre_list_fare.append('Non Alpha')	1	1
X_train_transformed.shape	1	1
df_titanic['Family'] = df_titanic['SibSp'] + df_titanic['Parch']	1	1
svm_submission.to_csv('svm.csv', index=False)	1	1
df.loc[1:5, ['Name', 'Age', 'Sex']]	1	1
titanic_train[['Embarked', 'Survived']].groupby(['Embarked'], as_index=False).mean().sort_values(by='Survived', ascending=False)	1	1
in ['Capt', 'Col', 'Don', 'Jonkheer', 'Major', 'Mr','Rev', 'Sir']:	1	1
cabin_data.append(1 if type(tm_cabin_data[i]) != str else math.ceil(ord(tm_cabin_data[i][:1])/100+1))	1	1
train.join(e_t)	1	1
titanic['Age'] = titanic['Age'].fillna(titanic['Age'].median())	1	1
data['Fare'] = data.Fare.astype(int)	1	1
y_predict.size	1	1
ax[1].set_title('Embarked:Survived vs Dead')	1	1
test_df[['Fare']] = test_df[['Fare']].fillna(Pclass_Fare_grouping.median()[3])	1	1
values.sum()	1	1
train.drop(['SibSp', 'Parch'], axis = 1, inplace = True)	1	1
dataX.append(row[1:])	1	1
test['Shared_ticket'].iloc[i] = 1	1	1
i['Title'] = i['Title'].replace('Ms', 'Miss')	1	1
sub.to_csv('submission.csv', index = False)	1	1
"df_titanic['Parch'] == df_titanic.iloc[age][""Parch""]"	1	1
train_copy.corr(),linewidths=0.1,vmax=1.0, square=True,	1	1
test['LastName'] = test['Name'].apply(lambda x: x.split(',')[0])	1	1
test['Fare'].fillna(test['Fare'].mean())	1	1
titanic_train.iloc[[5, 17]]	1	1
aveFare.at[2, 'Fare']	1	1
fulldata['Family_size'] = pd.Series('M', index=fulldata.index)	1	1
"inDF[""Surname""] = inDF[""Surname""].apply(lambda x : ""Other"" if surname_size[x] <= 3 else x)"	1	1
test.copy(deep = True)	1	1
titanic_data.iloc[:,1]	1	1
df_test['Title'] = df_test['Name'].str.split(', ', expand=True)[1].str.split('. ', expand=True)[0]	1	1
df_all['Parch']+df_all['SibSp']	1	1
values.any()	1	1
ax[1].set_title('Histogram of Fare (not survived)')	1	1
dataset.drop(['Survived'], axis=1)	1	1
child12.info()	1	1
ax[0].set_title('Survived = 0')	1	1
dfcopy.Fare.median()	1	1
combine.ix[(combine['Age'].isnull())&(combine['Pclass']==3)&(combine['Sex']=='male'),'Age'] = 26	1	1
df.loc[(df['Fare'] <= 7.91),'Fare'] = 0	1	1
"submission.to_csv(""titanic_medrah_solution.csv"", index=False)"	1	1
trainPCA2['4'] = trainPCA['Pclass2']	1	1
df_titanic_test_mod.join(df_y_predict)	1	1
data_test.drop(['Ticket'], axis=1)	1	1
axes[0].cla() #clear and replace plot	1	1
df['Cabin'] = df['Cabin'].map(lambda x:x[0])	1	1
features['Age']=preprocessing.normalize([features['Age']], norm='l2').flatten()	1	1
"train.loc[(train['SexAge']==""female""),'Female'] = 1"	1	1
X_test['Age'].fillna(X_train['Age'].median(), inplace = True)	1	1
Test_Master.drop(columns=['Title_Rev', 'FamilySize_3', 'Cabin_U','Age_0'],inplace=True)	1	1
all_data_na_number.drop(all_data_na_number[all_data_na_number == 0].index).sort_values(ascending=False)	1	1
df2.drop('PassengerId', axis = 1)	1	1
train_df['family_onboard'] = pd.cut(train_df.family_onboard, bins = [0,1,2,3,4,5,50], right = False, labels = [1,2,3,4,5,6])	1	1
train['Embarked'] = train['Embarked'].fillna(emb_mode[0])	1	1
train_df['Old_Female'] = train_df['Old_Female'].astype(int)	1	1
gs_metrics.iloc[2, 5]	1	1
all_data['Family_Size'] = all_data['Parch'] + all_data['SibSp'] + 1	1	1
"data.loc[data[""Fare""] < 10, ""Fare_group""] = 2 # class three"	1	1
test['Parch']=test['Parch'].apply(replace2)	1	1
Submission['Survived']=ridge.predict(test)	1	1
"titanic_df[[""Embarked"", ""Survived""]].groupby(['Embarked'], as_index=False).mean()"	1	1
test_df['FamilySize']=familysize(test_df)	1	1
train_Survived.astype(int)	1	1
data['TicketPrefix'].tail(25)	1	1
data['Cabin_Letter_T'] = 0	1	1
test_df['Fare'].apply(lambda x: 1 if (x > 7.91 and x <= 14.454) else 0)	1	1
titanic_train['Survived'].value_counts().plot.pie(explode=[0,0.05],autopct='%1.1f%%',ax=ax,shadow=True);	1	1
data_encode.head()	1	1
"titanic_train['Age_cat'] = np.ceil(titanic_train[""Age""] /17  )"	1	1
"X_test[""Age""].fillna(X_test[""Age""].median(), inplace=True)"	1	1
sns.boxplot(x='Pclass',y='Age',data=train) #here we can see that the age is very dependent on the passanger's class. Due to this, we want to fill in the passanger's age due to it's class.	1	1
df['Title']=df['Name'].apply(lambda x: x.split(',')[1].split('.')[0].strip())	1	1
"data['Embarked'] = data[""Embarked""].fillna(""S"")"	1	1
Xdf.loc[(Xdf['Age'] > 32) & (Xdf['Age'] <= 48), 'Age'] = 2	1	1
model.add(Dense(units = 7, kernel_initializer = 'uniform', activation = 'relu', input_dim = 9))	1	1
df['Cabin_Letter'] = df['Cabin'].apply(lambda x: str(x)[0])	1	1
data_to_submit.to_csv('ensemble_to_submit.csv', index = False)	1	1
train.loc[train['Sex']=='male','Sex']=1	1	1
train_df.corr().abs().Survived.sort_values(ascending=False)[1:]	1	1
train_df[['Pclass', 'Survived']].groupby(['Pclass']).mean()	1	1
df['Survived'][df['Pclass'] == 1].value_counts()	1	1
data_df.select_dtypes(['category']).columns	1	1
"train_set[[""SibSp"", ""Survived""]].groupby(['SibSp'], as_index=False).mean()"	1	1
df['Parch'].value_counts()	1	1
train_df['Fare'] == 0	1	1
df['Age'].hist(bins=int(max_age))	1	1
"submission.to_csv(""submission.csv"", index=False)# This Python 3 environment comes with many helpful analytics libraries installed"	1	1
train_test.drop('Cabin',axis=1,inplace=True)	1	1
my_submission5.to_csv('submission5.csv', index=False)	1	1
df.groupby('Pclass').Survived.count()	1	1
TitleScore_list.append(give_title_score(df['Title'][i]))	1	1
df.loc[df['Ticket Number'].isnull()]	1	1
submission.to_csv('titanic_forest.csv', index=False)	1	1
