Statement	Count	# unique files
DstTest$TitleType <- ifelse(DstTest$Title %in% Passenger.man, 'Passenger.man',DstTest$TitleType)	1	1
data[!is.na(data$Age), ]	1	1
sapply(titanic, function(x) length(unique(x)))	1	1
sum(is.na(df) == TRUE) / length(df);	1	1
endResult<-data.frame(PassengerId = test$PassengerId, Survived = ans_rf_predict)	1	1
full_data$Title<-as.factor(full_data$Title)	1	1
"left_join(avAges, by = c(""Sex"" = ""Sex"",""Pclass"" = ""Pclass"",""Parch"" = ""Parch"")) %>%"	1	1
"test[grepl(""Mrs"",Name) & is.na(Age),Age:=mrs]"	1	1
full$Family <- paste(full$Surname, full$Fam.size, sep='.....')	1	1
val_m$Survived_F = factor(val_m$Survived)	1	1
cor.train2.l = cor.train2 %>% as.data.frame %>% mutate(item1 = rownames(.)) %>% gather(item2,corr,-item1)	1	1
workData$PassengerId,	1	1
which(is.na(train$Sex))	1	1
MedianQ <- median(subset(total, Embarked == 'Q')$Age , na.rm = TRUE)	1	1
"levels(data_train$Embarked) <- c(0,""Cherbourg"",""Southampton"", ""Queenstown"")"	1	1
fitted.class <- ifelse(fitted.results > 0.5,1,0)	1	1
kaggle.sub <- cbind(test$PassengerId,survival)	1	1
rpart_imputation$Age, freq=F, xlab ='Passengers Age', main='Age: Rpart Output',	1	1
misClasificError <- mean(fitted.results != test$Survived)	1	1
data[is.na(data$Age),'Age']=median(data$Age, na.rm=T)	1	1
rare_title <- c('Capt', 'Col', 'Don', 'Dona', 'Dr', 'the Countess', 'Jonkheer', 'Lady', 'Major', 'Rev', 'Sir')	1	1
dt<-table(train$Survived,train$Sex)	1	1
format(summary(test))	1	1
ageImpact <- data.frame(Age=allData$Age, Survived=allData$Survived)	1	1
"levels(data_test$Pclass) <- c(""Alta"", ""Média"", ""Baixa"")"	1	1
train%>%group_by(SibSp)%>%count()->freq;	1	1
"train_full$Pclass=factor(train_full$Pclass,labels = c(""1st"",""2nd"",""3rd""))"	1	1
outs<-rbind(rep(NA,ncol(outs)),outs)	1	1
df[-trainIndex,]	1	1
"submit <- mutate(submit, Survived = ifelse(Sex == ""female"", 1, ifelse(Age < 13, 1,0)))"	1	1
solution3 <- data.frame(PassengerID = test$PassengerId, Survived = pred)	1	1
"print(""Acc"")"	1	1
TRAIN[,features]	1	1
train$Pclass ~ train$Survived,	1	1
dft$Age[is.na(dft$Age)]=mean(dft$Age, na.rm=TRUE)	1	1
test.data2$Embarked <- factor(test.data2$Embarked)	1	1
test.mice[, log.Age := log(Age)]	1	1
"titanic <-   as.data.frame(read_csv(""../input/titanic/train.csv""))"	1	1
Test$Pclass %<>% as.character()	1	1
new_titanic$Sex<-as.numeric(factor(new_titanic$Sex))	1	1
Age_impute <- data.frame(Survived = trainset$Survived, Age = trainset$Age)	1	1
full$pclass <- as.factor(full$Pclass)	1	1
max_depth = c(4, 7, 10),	1	1
table(full$familyID2)	1	1
full_data$AgeRange[full_data$Age <= 25 & full_data$Age> 9] <- 'bw9and25'	1	1
full$Embarked = as.numeric(as.factor(full$Embarked))-1	1	1
train$Cabin_Letter <- as.factor(substr(train$Cabin, 1, 1))	1	1
tmp <- sum(abs((age.ann.p - age.data.test$Age)))	1	1
test$Child<- 0	1	1
print(RF_model)	1	1
full[is.na(full$Age)==FALSE,]	1	1
Grid<- expand.grid(decay=c(0.0001,0.00001,0.000001))	1	1
"miceMod <- mice(trClean2[,!names(trClean2) %in% ""Survived""], method=""rf"",printFlag=FALSE)"	1	1
test.edit<-combine[c(1:nrow(test)),]	1	1
indatacommon = c('Miss', 'Mrs', 'Mr','Master')	1	1
full$Child	1	1
test_model_final <- randomForest(as.factor(Survived)~.,data = train, importance = TRUE)	1	1
"output = as.numeric(predict(mods[[i]], s = mods[[i]]$lambda.min, X, type = ""response""))"	1	1
prop.table(table(full$Pclass,full$Survived),1)	1	1
full %>% arrange(family) %>% select(PassengerId, family, Surname, Pclass, Fsize, Ticket, Fare, Embarked) %>% head(n=10)	1	1
age_title = as.data.frame(list(Age=age, Title=title))	1	1
train$Survived [train$Survived == 'Died'] <- 0	1	1
train$Title[train$Title == 'Mlle']        <- 'Miss'	1	1
fulldata$isKids[fulldata$Age <=18  & (fulldata$Parch > 0 | fulldata$TicketGroupSize>1 | fulldata$FamilynameSize>1)  & fulldata$Title != 'Mrs'] <- 1	1	1
"full[, Title := sapply(Name, function(x) {strsplit(strsplit(x,"", "")[[1]][2], '\\.')[[1]][1]})]"	1	1
names.rest <- lapply(names.split, FUN = function(x) {x[[2]]}) %>% unlist()	1	1
DstTestClean$TitleType <- ifelse(DstTestClean$Title %in% Nobility.man, 'Nobility.man',DstTestClean$TitleType)	1	1
train[-ind,]	1	1
full[Category == 'cv', sum(GlmSurvived == Survived)/length(Survived)]	1	1
full%>%group_by(Pclass)%>%dplyr::summarise(mean(Fare,na.rm=TRUE))	1	1
subm_train <- subset(train_male, split == T)	1	1
as.numeric(cm_RF_ubal$byClass[2]), # Specificity	1	1
"train$Embarked[ind]<-""C"""	1	1
"train$Embarked_Q<-as.logical(train$Embarked==""Q"")"	1	1
print(sv_model)	1	1
combined$Title[combined$Title == 'Mlle']        <- 'Miss'	1	1
this.deck <- llply(.data = cabin, .fun = function(x) {grep(pattern = letter, x = x)})	1	1
submit <- data.frame(PassengerId = test$PassengerId, Survived = predictedY)	1	1
full_data <- bind_rows(train_data,test_data)	1	1
Sensitivity= double(), Specificity = double(), Precision = double(),	1	1
test=data.frame(Survived=as.factor(rep(0,418)), test)	1	1
submission$test_model[submission$test_model<.5]<- 0	1	1
prRF$Survived <-prediction	1	1
mutate(FamilynameSize = n()) %>%	1	1
clnTst<-as.matrix(clnTst, sparse = TRUE)	1	1
"full[full$title=='Mlle',]$title<-""Miss"""	1	1
train1= cbind(Survived,  extractFeatures(train))	1	1
test$Survived <- round(sum(train$Survived)/nrow(train),2)	1	1
out=cbind(raw_test$PassengerId,result_bin)	1	1
"train_os <- ovun.sample(Survived_F ~ ., data = train, method = ""over"",N = trn_cnt)$data"	1	1
as.numeric(cm_NB_bal$byClass[2]), # Specificity	1	1
full  <- bind_rows(training.data.raw, test.data.raw) # bind training & test data	1	1
"tpr <- unlist(slot(tprfpr, ""y.values""))"	1	1
fits = lapply(1:length(mods), function(i) as.numeric(predict(mods[[i]], newdata = X)))	1	1
sapply(train.raw, function(x) {any(is.na(x))})	1	1
"names.arg = c(""Primera"", ""Segunda"", ""Tercera""),"	1	1
val_m$Pclass = factor(val_m$Pclass)	1	1
train$Fare2[train$Fare < 30 & train$Fare >= 20] <- '20-30'	1	1
full$Alone = as.numeric(as.factor(full$Alone))-1	1	1
levels(new_titanic$Embarked)<-c(NA,1,2,3)	1	1
mean(age.data$Age[age.data$Parch==5]),	1	1
train_dev_idx <- 1:dim(train)[1]	1	1
sum(Titanic_train$Survived == 1 & Titanic_train$Sex == 'Female')	1	1
full$familySize[full$familySize > 4] <- 'large'	1	1
train$Survived[train$Age >= 25 & train$Age < 65]	1	1
data_train$Sex <- as.factor(data_train$Sex)	1	1
data[data$Fare==0,'Fare']=tapply(data$Fare, data$Pclass, function(x) median(x, na.rm=T))[data[data$Fare==0,'Pclass']]	1	1
summary(predictions)	1	1
"drop.cols <- c(""PassengerId"", ""Name"", ""Ticket"", ""Cabin"")"	1	1
DstTestClean$TitleType <- ifelse(DstTestClean$Title %in% Passenger.man, 'Passenger.man',DstTestClean$TitleType)	1	1
gbm.tune$results	1	1
full$Age, freq=F, main='Age: After Data',	1	1
levels(Titanic_data$Title)	1	1
"levels(dft$Survived)= c(0,1) #change the ""survived"" variable from died/lived to 0/1 as requested"	1	1
as.numeric(cm_NB_ubal$overall[1]), # Accuracy	1	1
"n.trees=c(10,20),	        # Num trees to fit"	1	1
MLtest[, -2]	1	1
data.prediction <- cbind(data[,'PassengerId'] , as.numeric(predict(model, data)$class) - 1)	1	1
"full$FsizeD[full$Fsize < 5 & full$Fsize > 1] <- ""Small"""	1	1
aggregate(train[,2], list(train$agegroup), mean)	1	1
names(train) <- tolower(names(train))	1	1
test$pclass > 2, 0,	1	1
"a <- nzchar(Pclass); table(a)[""FALSE""]"	1	1
train$agegroup<-0	1	1
floor(mean(first_class_test[,5], na.rm = T))	1	1
age[i] = sample(na.omit(allData$Age),1)	1	1
colnames(combined.df)[ apply(combined.df, 2, anyNA) ]	1	1
Mrses[1:5,]	1	1
group_by(Title, Survived) %>%	1	1
"dat_all[dat_all$Embarked=='', ""Embarked""] <- ""S"""	1	1
"trn_m[trn_m$Embarked == """",c('Embarked')] = 'S'"	1	1
test[,-1]#remove passenger_id from test set	1	1
out.ls$row.nms<-factor(row.nms,levels=unique(row.nms),labels=unique(row.nms))	1	1
"test$predLogGLM <- predict(fit, LRtest, type = ""response"")"	1	1
total$Family <- paste(total$Surname, total$Fsize, sep='_')	1	1
final_ens_model$error	1	1
freqs <- table(train$Surname)	1	1
"predictors <- setdiff(names(df), c(response, ""Name""))"	1	1
sum(Titanic_train$Survived == 0 & Titanic_train$Sex == 'Male')	1	1
output[, min_child_weight := doe$min_child_weight[i]]	1	1
predictions_rf2 <- cbind(df_test$PassengerId,as.numeric(predict(mod_rf_all,newdata=df_test))-1)	1	1
"svm.diag[, mod := rep(""svm"", nrow(svm.diag))]"	1	1
"full[is.na(full$Age) & full$Title == ""Dr"", ]$Age <-age_by_title[age_by_title$Title== ""Dr"", ]$Age"	1	1
node.in<-which(y.names==all.out)	1	1
titanic$UOIG <- tapply(Survived, Ticket, function(x) sum(is.na(x)))[Ticket] - is.na(Survived)	1	1
combi$TitleCat[combi$Title %in% c('Capt', 'Col', 'Major', 'Rev', 'Dr')] <- 'Officer'	1	1
trPclass <- tr %>% group_by(Pclass) %>% summarize(cnt=n(),surv=mean(Survived)) %>% arrange(-surv) %>% as.data.frame()	1	1
full$FirstClass<-as.logical(full$Pclass==1)	1	1
df[df$Sex == 'male',]$Sex.int <- 1	1	1
fulldata[892:1309,]	1	1
forms<-eval(mod.in$call$formula)	1	1
full[full$isTrain== TRUE,]	1	1
(train %>% filter(is.na(Age)) %>% count)$n	1	1
which(is.na(full$Fare))	1	1
test$sex <- as.factor(test$sex)	1	1
survived_dudes <- filter(survived_all, Sex == 'male')	1	1
"traindata=read.csv(""../input/train.csv"",header = TRUE, stringsAsFactors  = FALSE,na.strings=c(""NA"",""NaN"", """","" "") )"	1	1
mutate(Rank = paste0('#', dense_rank(desc(importance))))	1	1
summary(train_refined)	1	1
aggregate(tot$Age, by=list(tot$FamilyAboardS), FUN=mean, na.rm=TRUE) #Average age by family size	1	1
mod.dat[, !find.dat, with = FALSE]	1	1
second_class <- filter(train, Pclass == 2)	1	1
cols<-rep('black',struct[val+1])	1	1
levels(test_data_set$embarked) <- levels(new_train$embarked)	1	1
train$FirstClass<-as.logical(train$Pclass==1)	1	1
print(fit)     #print results	1	1
combi$Child[combi$Age < 18] <- 1	1	1
train$Cabin <- NULL	1	1
summary(test_titanic)	1	1
rf_model <- randomForest(factor(Survived) ~ .,data = train)	1	1
database$Age[is.na(database$Age)] <- round(mean(database$Age, na.rm = TRUE))	1	1
my_df[1:891,]	1	1
"rf.train <- data.combined[1:891,c(""Pclass"",""title"")]"	1	1
full$FamilyID <- paste(full$Surname, full$Fsize, sep='_')	1	1
all$Title <- sub(' ', '', all$Title)	1	1
whole.data[whole.data$Title == 'Mme', 'Title'] <- 'Mrs'	1	1
genderImpact <- data.frame(table(allData$Sex, allData$Survived))	1	1
test$Age,	1	1
df_combined$Title[df_combined$Title == 'Mlle'] <- 'Miss' #http://www.dictionary.com/browse/mademoiselle?s=t	1	1
test.mice = data.table(test)	1	1
data[is.na(data[,'Age']),'Age'] <- predict(data.model, data.test)	1	1
output[, mtry := doe$mtry[i]]	1	1
X.all = as.matrix(X.all)	1	1
confusion.mat_test = table(test_data$Survived,fitted.class)	1	1
"full$gender <- relevel(full$gender, ref=""female"")"	1	1
DstTrain$TitleType <- ifelse(DstTrain$Title %in% Nobility.man, 'Nobility.man',DstTrain$TitleType)	1	1
test.df2 <- data.frame(Survived = rep(0, nrow(test.df)), test.df[,])	1	1
SibSp_survival<-table(titanic$Survived,titanic$SibSp)	1	1
"test=read.csv(file='!Original Data/test.csv',header=T,sep="","",na.strings=c(""NA"","" "",""""))"	1	1
summary(tr)	1	1
full$Age[is.na(full$Age) == TRUE & full$Sex == 'male'] <- median(Male_Ages$Age , na.rm =  TRUE)	1	1
"table(train$Embarked, useNA = ""always"")#done!"	1	1
mean_mv <- mean(na.omit(full$Fare[full$Embarked=='S' & full$Pclass==3]))	1	1
"qda.list = list(""mod"" = qda.mod, ""cutoff"" = cuts[1])"	1	1
fullComb$Age[is.na(fullComb$Age)] <- predict(Agefit, fullComb[is.na(fullComb$Age),])	1	1
testData1$PassengerId	1	1
output <- data.frame(PassengerID = test$PassengerId, Survived = prediction)	1	1
prop.table(table(train$Survived, train$Sex), 1) * 100	1	1
"total$Embarked <- ifelse(total$Embarked == """", ""S"", total$Embarked)"	1	1
test$Fare[is.na(test$Fare)]=sample(test$Fare[!is.na(test$Fare)],1)	1	1
X <- as.matrix(train_data[,coloumns.to.fit])	1	1
lay[1],layer2=lay[2],nid=nid,rel.rsc=rel.rsc,all.in=T,	1	1
combined.df$Title <- as.factor(combined.df$Title)	1	1
val.pred = ifelse(val.pred > 0.5, 1, 0)	1	1
table(titanic$Survived, pred)	1	1
"train[, Cabin := factor(gsub(""[0-9]"", """", Cabin))]"	1	1
knn_test <- test[,-c(1,2,4,9,11,14,16)]	1	1
mtry = c(3, 5, 7),	1	1
cols[unlist(lapply(wts,function(x) x[1]))<0]<-neg.col	1	1
table(allData$Sex, allData$Title)	1	1
"allData$Title[allData$Title == ""Mlle""] <- ""Miss"""	1	1
top.run4=max(summary(resampled)$statistics$Accuracy[,'Median'])	1	1
"train <- df_combined[1:891,c(""Pclass"",""Sex"",""Age"",""SibSp"",""Parch"",""Fare"",""Embarked"",""Title"",""Family_Member_Count"",""Parent"")]"	1	1
combi$Cabin[combi$Cabin %in% c('C')] <- 'C'	1	1
median(full_data[full_data$Pclass == '3' & full_data$Embarked == 'S', ]$Fare, na.rm = TRUE)	1	1
"train_glm_features <- train_glm[ , c(""Pclass"", ""Sex"", ""Age"", ""SibSp"", ""Parch"", ""Embarked"", ""Fare"")]"	1	1
combined$FamSize <- combined$SibSp + combined$Parch + 1	1	1
titanic$NGrp <- table(titanic$Ticket)[titanic$Ticket]	1	1
train[factor_variables] <- lapply(train[factor_variables], function(x) as.factor(x))	1	1
as.numeric(cm_LR_ubal$byClass[1]), # Sensitivity	1	1
full2[1:891,]	1	1
x.names<-paste0(rep('X',struct[1]),seq(1:struct[1]))	1	1
summarise(n=sum(Fare)) %>%	1	1
aggregate(train[,2], list(train[,3]), length)	1	1
train.nn[, rescale.Fare := rescale(Fare, to = c(0, 1))]	1	1
n <- c(nrow(train), nrow(test))	1	1
"L0.predict <- unname(predict(log.model,newdata=D[idx2,],type=""response""))"	1	1
"hist(trn_m$Age_comp_MICE, freq= FALSE, main = ""Training Data: Age via MICE"", ylim = c(0,0.045))"	1	1
table(full$Survived,full$RareTitle)	1	1
"indata$title = gsub('(.*, )|(\\..*)',(""""),indata$Name)"	1	1
sum(Titanic_train$FamilySize == 'Single' & Titanic_train$Survived == 1) / sum(Titanic_train$FamilySize == 'Single')	1	1
train$Age[is.na(Age)] = mean(train$Age, na.rm = T)	1	1
"full[full$title %in% rare_title,]$title<-""Rare"""	1	1
variable.names(test)	1	1
t.test$Survived <- NA	1	1
x0<-rep(layer.x[layer1]*diff(x.range)+line.stag*diff(x.range),struct[layer1])	1	1
"names(pClassImpact) <- c(""Pclass"",""Survived"",""Count"")"	1	1
test_new$PassengerId	1	1
trn_m$Age_comp_FM = trn_m$Age	1	1
DstTrain$TitleType <- ifelse(DstTrain$Title %in% Crew, 'Crew',DstTrain$TitleType)	1	1
combined$Fam_SizeD[combined$FamSize > 4] <- 'large'	1	1
testdsn  = subset(prod, splitvar == FALSE)	1	1
full$FamilyID[full$FamilyID %in% famIDs$Var1] <- 'Small'	1	1
fullComb$Title[fullComb$Title %in% c('Dona', 'Lady', 'the Countess', 'Jonkheer')] <- 'Lady'	1	1
whole.data[whole.data$Age>=18, 'Child'] <- '1'	1	1
par(mfrow=c(1,3))	1	1
as.numeric(cm_LR_ubal$overall[1]), # Accuracy	1	1
titanic$Pclass     <- factor(titanic$Pclass)	1	1
table(combined$Status, combined$Survived)	1	1
rf_model <- randomForest(as.factor(Survived)~.,data = train_training, importance = TRUE)	1	1
"cor.dat = data.table(mod.dat[,!""log.Fare.1""])"	1	1
summary(titanic.tree)	1	1
Sib <- c(training$SibSp,test$SibSp)	1	1
age[age_na_rows] = sample(na.omit(full$Age), length(age_na_rows))	1	1
"d.all <- d.all[,c(""Survived"",""Title"",""Last"",""Sex"",""Age"",""Family"",""SibSp"",""Parch"",""Pclass"",""Embarked"")]"	1	1
print(row.names(imp))	1	1
test$Survived <- NULL	1	1
print(class(pclass.vars))	1	1
mean(age.data$Age[age.data$Parch==4]),	1	1
median_fare <- full %>% group_by(Pclass) %>% summarize(medians=median(Fare, na.rm=T))	1	1
table(titanic2$Survived)	1	1
"data_train$Age <- cut(data_train$Age, c(0, 30, 50, 100), labels = c(""Jovem"", ""adulto"", ""Idoso""))"	1	1
variavel1 <- data.frame(nome = c('Bill Gates','Steve'))	1	1
"train$Male<-as.logical(train$Sex==""male"")"	1	1
"trainDS[, ""Survived""],"	1	1
full$Age_Category <- as.factor(full$Age_Category)	1	1
test$survived	1	1
tot[is.na(tot$Fare),]	1	1
ensemble_predict = as.data.frame(LR)	1	1
train$Title <- sapply(train$Name, FUN=function(x) {strsplit(x, split='[,.]')[[1]][2]})	1	1
Titanic_data$Title[Titanic_data$Title=='Capt']='Mr'	1	1
struct.out<-struct.out[-length(struct.out)]	1	1
"test$Pclass=factor(test$Pclass,labels = c(""first"",""second"",""third""))"	1	1
columns.to.numeric <- c('Sex', 'Embarked')	1	1
table(titanic.full$TrainSet)	1	1
"lda.diag[, mod := rep(""lda"", nrow(lda.diag))]"	1	1
sum(Titanic_train1$Age >= 10 & Titanic_train1$Age < 30 & Titanic_train1$Survived == 1) / sum(Titanic_train1$Age >= 10 & Titanic_train1$Age < 30)	1	1
titanic[,-notForImpute]	1	1
format(impTrain$predictorMatrix)	1	1
"titanic <- read.csv(""../input/train.csv"", header = T, na.strings=c(""""))"	1	1
"train$estAge <- grepl(""\\.5"",train$Age)"	1	1
"raw.data<-read.csv(""train.csv"",header = T, na.strings = c(""""))"	1	1
full$Title[full$Title %in% Rare]  <- 'Rare'	1	1
x.range<-c(0,100)	1	1
MLTotal[1:891,]	1	1
fulldata$Groupticket <- as.factor(fulldata$Groupticket)	1	1
"rf.diag[, c(""ntree"", ""mtry"", ""nodesize"") := NULL]"	1	1
"test[which(test$Age<14),c(""Child"")]<-1"	1	1
traintest.data$Age[is.na(traintest.data$Age)] <- predict(predicted_age, traintest.data[is.na(traintest.data$Age),])	1	1
train.nn[, rescale.Pclass3.Fare := rescale(Pclass3.Fare, to = c(0, 1))]	1	1
fullComb$FsizeD[fullComb$FamilySize == 1] <- 'singleton'	1	1
test$survived<-predict(model,test, type = 'response')	1	1
knn_train$Name = NULL	1	1
complete <- cbind(my.test.data, score)	1	1
"combine$fare.range<-ifelse(combine$fare.fill==0,""FREE"",ifelse(combine$fare.fill<=as.numeric(quantile(combine[combine$fare.fill>0,]$fare.fill)[2]),""CHEAP"",ifelse(combine$fare.fill<=as.numeric(quantile(combine[combine$fare.fill>0,]$fare.fill)[3]),""CHEAP-MODERATE"",ifelse(combine$fare.fill<=as.numeric(quantile(combine[combine$fare.fill>0,]$fare.fill)[4]),""MODERATE-EXPENSIVE"",ifelse(combine$fare.fill<=as.numeric(quantile(combine[combine$fare.fill>0,]$fare.fill)[5]),""EXPENSIVE"","""")))))"	1	1
"embarked[which(embarked == """")] = ""S"""	1	1
trTitle <- mergedData[!is.na(mergedData$Survived),] %>% group_by(title) %>% summarize(cnt=n(),surv=mean(Survived)) %>% arrange(-surv) %>% as.data.frame()	1	1
levels(test$Survived)=levels(train$Survived)	1	1
raw_test$Age[is.na(raw_test$Age)] <- mean(raw_test$Age,na.rm=T)	1	1
titanic2$Child[titanic2$Age<14]<-1	1	1
mice_mod_test <- mice(test[, !names(test) %in% c('PassengerId','Name','Ticket','Cabin','Family')], method='rf', printFlag = FALSE)	1	1
stop('Incorrect length of weight matrix for given network structure')	1	1
tot$Title<-sub(' ', '', tot$Title)	1	1
df$logfare[df$Fare==0] = mean(log( df$Fare[df$Fare>0])  )	1	1
summary(L2.predict)	1	1
train.nn[, rescale.Pclass3.Age := rescale(Pclass3.Age, to = c(0, 1))]	1	1
full.data$Child[full.data$Age >= 18] <- 'Adult'	1	1
"full$Title[full$Title %in% c(""Mme"", ""Mlle"") ] <- ""Mlle"""	1	1
table(predict_rf)	1	1
"class_emb_mod <- rpart(Embarked ~ . - Survived, data=subset(trClean1,nchar(as.character(Embarked)) > 0), method=""class"", na.action=na.omit)"	1	1
subset(df_combined, is.na(Embarked) == TRUE)	1	1
print(theta.optimized)	1	1
data[is.na(data$Embarked),'Embarked']=as.factor(names(which.max(table(na.omit(data$Embarked)))))	1	1
"colnames(relative2) <- c(""test_member.i...PassengerId.."", ""test_member.i...Ticket.."", ""survive"")"	1	1
whole.data[whole.data$Age<18, 'Child'] <- '0'	1	1
prop.table(table(train$Sex,train$Survived), 1)	1	1
data[[i]] <- full[train_dev_idx, var[[i]], drop=F]	1	1
levels(train$Cabin_deck)	1	1
matchidx$row,	1	1
result <- cbind(prediction, testsetCopy)	1	1
median_ages[i,j]<-train[Gender==i & Pclass==j,median(Age,na.rm=T)]	1	1
titanic.model<-randomForest(fml,train, ntree=500, mtry=3, nodesize=0.01*nrow(train) )	1	1
"testdata=read.csv(""../input/test.csv"",header = TRUE, stringsAsFactors  = FALSE,na.strings=c(""NA"",""NaN"", """","" ""))"	1	1
output[, mod := mod.name[i]]	1	1
ans_rf_predict = rep(NA,418)	1	1
train$Survived[train$Age < 13]	1	1
num_survived<-length(which(titanic$Survived==1))	1	1
knn_test$Sex = NULL	1	1
summary(trainingData[, respondVar])	1	1
"log.age.regressors = c(""Pclass"", ""Parch"", ""Fare"", ""SibSp"")"	1	1
names(tmp) <- c('sigmoid','Actual Outcome','Sex')	1	1
combine$embarked.fill<-combine$Embarked	1	1
MissingAge$Title != 'Master', MedianC,	1	1
allData$Parch <- as.numeric(allData$Parch)	1	1
train <- data.frame(train)	1	1
"test.survived <- data.frame(survived = rep(""None"", nrow(test)), test[,])"	1	1
submSVM <- data.frame( PassengerId= test$PassengerId )  # create a dataframe	1	1
raw_test$NumSex <- as.numeric(factor(raw_test$Sex,labels=c(1,2)))	1	1
train[, Sexmale.Age := model.matrix(~Sex:Age, data = train)[,3]]	1	1
ind<-which(is.na(train$Age))	1	1
else stop('Only nnet method can be used with train object')	1	1
factor_vars <- c('Pclass','Sex','Age','SibSp','Parch','Fare','Embarked')	1	1
"trn_m$HasCabin <- factor(ifelse(trn_m$Cabin == """", c(0), c(1)))"	1	1
mean(age.data$Age[age.data$FamSize==4]),	1	1
floor(mean(second_class[,6], na.rm = T))	1	1
train[i,6] <- train[i,6]	1	1
results.table <- table(y_predict, train_data$Survived,dnn = c('Predicted','Actual'))	1	1
levels(train$Ticket)	1	1
"combine$tittle<-unlist(strsplit(as.character(combine$Name), "",""))[c(F,T)]"	1	1
clean_train$Survived	1	1
"test$Age[is.na(test$Age)&test$Name==""Master.""]<-masterage"	1	1
data_train$Embarked <- as.factor(data_train$Embarked)	1	1
df$Sex.int <- 0	1	1
length(train_youth[which(train_adult == 1)])/length(train_adult)	1	1
table(fullComb$Child, fullComb$Survived)	1	1
"train$Age[train$Title == ""Master."" & is.na(train$Age)] <- mean.master"	1	1
x.names<-colnames(eval(mod.in$call$x))	1	1
"full$Embarked[ind]<-""C"""	1	1
summary(newAgeData)	1	1
df_train <- subset(df_train,select=-c(Cabin,Name,Ticket,PassengerId, Age))	1	1
levels(test$Cabin_deck)	1	1
full_data$AgeRange = as.factor(full_data$AgeRange)	1	1
submit <- data.frame(PassengerId = test_data$PassengerId, Survived = test_data$Survived)	1	1
data$title <- as.factor(data$title)	1	1
dft$Survived=newval #add the predicted survival rates to dft	1	1
predictedSurvival <- rep(0,dim(train)[1])	1	1
which(is.na(combi$FamilySize))	1	1
aggregate(Survived ~ FareRange + Pclass + Sex, data=mod_train, FUN=function(x) {sum(x)/length(x)})	1	1
knn_train$Survived = NULL	1	1
my.mod$SL.predict	1	1
babies_survival_rate <- map_df(c(1:10), group_babies)	1	1
print('Cabin/Deck present')	1	1
"full$Embarked_Q<-as.logical(full$Embarked==""Q"")"	1	1
"test$Sex[which(test$Sex==""female"")]<-1"	1	1
Cabins <- total[which(total$Cabin != '' & total$Cabin != is.na(total$Cabin)), ]	1	1
titanic$FsizeD     <- factor(titanic$FsizeD)	1	1
emb_pred <- predict(class_emb_mod, subset(trClean1,nchar(as.character(Embarked)) == 0))	1	1
print()	1	1
"table(a4[-a6, ""Embarked""])"	1	1
hist(train$Age, breaks = length(unique(train$Age)))	1	1
rr = roc(fits, factor(train$Survived))	1	1
full$Cabin = as.numeric(as.factor(full$Cabin))-1	1	1
"train_nb_features <- train_nb[ , c(""Pclass_f"", ""Sex"", ""AgeTramo"", ""SibSp_f"", ""Parch_f"", ""Embarked"")]"	1	1
data$Fare[data$Fare > 300] <- median(data[data$Pclass == '1' & data$Embarked == 'C', ]$Fare, na.rm = TRUE)	1	1
table(train$Survived) #calculates count of 0's and 1's as a table	1	1
test.data2$Survived <- factor(test.data2$Survived)	1	1
Alone = ifelse(Family_size==0,1,0),	1	1
tst_m[is.na(tst_m$Age_comp_FM),c('Age_comp_FM')] = fill_Age_mean	1	1
trSex <- tr %>% group_by(Sex) %>% summarize(cnt=n(),surv=mean(Survived)) %>% arrange(-surv) %>% as.data.frame()	1	1
total$Title[total$Title == 'Mlle']        <- 'Miss'	1	1
"geom_bar(width=0.5, aes(y=(..count..)/sum(..count..)), position=""fill"") +"	1	1
"print(""Survival rate against class"")"	1	1
data_train$Ticket <- NULL	1	1
"tst_m$HasCabin <- factor(ifelse(tst_m$Cabin == """", c(0), c(1)))"	1	1
"write.csv(cbind(TEST$ID,L2.predict),file=""output.csv"",row.names=F)"	1	1
NAindex <- which(is.na(data$Age))	1	1
DstTrainClean$Title <- gsub('(.*, )|(\\..*)', '', DstTrainClean$Name)	1	1
"dft$Embarked[dft$Embarked==""""]=""S"""	1	1
whole.data[whole.data$Title %in% others, 'Title'] <- 'Others'	1	1
my_soluction_aliechoes <- data.frame(test_prediction)	1	1
full$FamilyID <-as.character(full$FamilyID)	1	1
table(result)	1	1
"CleanTotal <- merge(total[ ,c(1:ncol(total))] , MissingAge[ ,c(1, 6)], by = ""PassengerId"", all.x = TRUE)"	1	1
full$isAlone <- T	1	1
which(is.na(my_df$Fare))	1	1
sum(is.na(Pclass))	1	1
"Mrses=data.combined[which(str_detect(data.combined$Name, ""Mrs."")),]"	1	1
"print(paste(""average_errors:"",sum(abs(age.reg.p - age.data.test$Age))/178))"	1	1
table(combined$Mother, combined$Survived)	1	1
summary(mast$Age)	1	1
table(df_combined$Title)	1	1
select(-Survived)	1	1
data.frame(sapply(test, check.blank))	1	1
DstTestClean$TitleType <- ifelse(DstTestClean$Title %in% Crew, 'Crew',DstTestClean$TitleType)	1	1
train$Sex[male] <- 1	1	1
"print(paste(""average_errors:"",sum(abs(final.age.ann.p - age.data.test$Age))/178))"	1	1
mod.in$xNames	1	1
full_data$Family <- paste(full_data$Surname, full_data$Fsize, sep='_')	1	1
